mmsi,split,kind
353601000,Training,Cargo/Tanker
353625000,Training,Supply
353697000,Training,Supply
353698000,Training,Cargo/Tanker
353770000,Training,Purse seine
353807000,Training,Tug
353860000,Test,Cargo/Tanker
353898000,Training,Supply
353933000,Training,Cargo/Tanker
353949000,Training,Tug
354002000,Training,Passenger
354076000,Training,Cargo/Tanker
354232000,Training,Cargo/Tanker
354373000,Training,Cargo/Tanker
354488000,Training,Tug
354518000,Training,Supply
354519000,Training,Cargo/Tanker
354526000,Training,Cargo/Tanker
354569000,Training,Cargo/Tanker
354622000,Test,Cargo/Tanker
354637000,Training,Supply
354658000,Training,Cargo/Tanker
354674000,Training,Supply
354766000,Training,Cargo/Tanker
354803000,Training,Cargo/Tanker
354844000,Training,Supply
354944000,Training,Supply
354992000,Training,Cargo/Tanker
354995000,Training,Supply
355056000,Training,Cargo/Tanker
355069000,Training,Supply
355086000,Training,Supply
355104000,Training,Cargo/Tanker
355166000,Test,Cargo/Tanker
355170000,Training,Cargo/Tanker
355193000,Training,Purse seine
355260000,Training,Cargo/Tanker
355270000,Training,Supply
355290000,Training,Cargo/Tanker
355373000,Training,Supply
355385000,Training,Cargo/Tanker
355388000,Training,Cargo/Tanker
355390000,Training,Cargo/Tanker
355476000,Training,Cargo/Tanker
355488000,Training,Cargo/Tanker
355494000,Training,Cargo/Tanker
355532000,Test,Tug
355540000,Test,Cargo/Tanker
355624000,Training,Cargo/Tanker
355635000,Test,Tug
355651000,Test,Purse seine
355655000,Training,Cargo/Tanker
355687000,Training,Tug
355700000,Training,Cargo/Tanker
355725000,Training,Cargo/Tanker
355823000,Training,Supply
355886000,Training,Cargo/Tanker
355893000,Training,Tug
355920000,Training,Cargo/Tanker
355930000,Training,Tug
355953000,Test,Cargo/Tanker
356013000,Test,Cargo/Tanker
356027000,Training,Cargo/Tanker
356050000,Training,Cargo/Tanker
356136000,Training,Cargo/Tanker
356145000,Training,Cargo/Tanker
356194000,Training,Cargo/Tanker
356332000,Training,Tug
356333000,Training,Cargo/Tanker
356349000,Training,Cargo/Tanker
356369000,Training,Cargo/Tanker
356385000,Training,Tug
356391000,Training,Cargo/Tanker
356394000,Training,Purse seine
356400000,Training,Tug
356433000,Training,Cargo/Tanker
356434000,Training,Cargo/Tanker
356459000,Training,Cargo/Tanker
356473000,Training,Cargo/Tanker
356541000,Training,Cargo/Tanker
356560000,Training,Cargo/Tanker
356639000,Test,Tug
356696000,Training,Cargo/Tanker
356703000,Training,Cargo/Tanker
356737000,Training,Purse seine
356773000,Test,Cargo/Tanker
356906000,Training,Supply
356910000,Training,Supply
356990000,Training,Cargo/Tanker
357147000,Training,Cargo/Tanker
357222000,Training,Supply
357255000,Training,Tug
357264000,Training,Tug
357319000,Training,Cargo/Tanker
357383000,Training,Cargo/Tanker
357385000,Test,Supply
357475000,Training,Cargo/Tanker
357496000,Training,Cargo/Tanker
357510000,Training,Cargo/Tanker
357590000,Training,Supply
357647000,Training,Supply
357667000,Training,Supply
357721000,Training,Cargo/Tanker
357743000,Training,Cargo/Tanker
357795000,Training,Cargo/Tanker
357802000,Training,Cargo/Tanker
357835000,Training,Supply
357874000,Training,Cargo/Tanker
357927000,Test,Supply
357957000,Training,Cargo/Tanker
359002000,Training,Purse seine
359003000,Training,Purse seine
359004000,Training,Purse seine
361001100,Training,Longliner
365878412,Test,Purse seine
366020000,Training,Purse seine
366088000,Training,Supply
366222330,Test,Trawler
366264360,Test,Trawler
366270000,Training,Purse seine
366365000,Training,Cargo/Tanker
366375000,Training,Cargo/Tanker
366398180,Training,Longliner
366550000,Training,Supply
366557000,Training,Cargo/Tanker
366576000,Training,Cargo/Tanker
366736360,Test,Longliner
366769330,Training,Tug
366799770,Training,Tug
366820000,Training,Longliner
366827000,Training,Purse seine
366851730,Training,Passenger
366857000,Training,Tug
366882040,Training,Salvage
366886050,Training,Passenger
366888760,Training,Tug
366888770,Training,Tug
366902350,Training,Passenger
366903000,Training,Purse seine
366912240,Training,Supply
366912570,Test,Supply
366915720,Training,Tug
366926990,Training,Tug
366930000,Training,Tug
366935050,Training,Tug
366939750,Training,Tug
366944560,Training,Passenger
366946850,Training,Tug
366947630,Training,Passenger
366948190,Training,Cargo/Tanker
366950760,Training,Tug
366951350,Training,Longliner
366953860,Training,Tug
366961890,Training,Tug
366962000,Training,Cargo/Tanker
366962970,Training,Tug
366963350,Training,Tug
366964850,Training,Tug
366971540,Test,Tug
366972620,Training,Tug
366972930,Training,Tug
366978060,Training,Trawler
366988470,Training,Tug
366996380,Training,Tug
366999840,Training,Tug
367003380,Test,Cargo/Tanker
367004260,Training,Tug
367008260,Training,Longliner
367008760,Training,Tug
367014280,Training,Tug
367039780,Training,Passenger
367047240,Training,Tug
367059740,Training,Longliner
367059830,Training,Longliner
367066070,Test,Tug
367070410,Training,Tug
367078130,Training,Trawler
367079330,Training,Tug
367084000,Training,Purse seine
367084590,Training,Trawler
367086760,Training,Trawler
367090940,Training,Passenger
367092000,Training,Passenger
367092210,Training,Tug
367094720,Training,Tug
367095660,Training,Tug
367108660,Training,Tug
367129530,Training,Tug
367142690,Training,Tug
367144820,Test,Tug
367157110,Training,Tug
367158250,Training,Tug
367161340,Test,Longliner
367167000,Training,Cargo/Tanker
367169320,Training,Tug
367170000,Training,Purse seine
367171380,Training,Tug
367185620,Training,Longliner
367186000,Training,Supply
367189940,Test,Tug
367305920,Training,Tug
367307120,Training,Tug
367309440,Training,Tug
367317000,Training,Trawler
367332950,Training,Tug
367338000,Training,Supply
367340460,Training,Tug
367344000,Training,Purse seine
367346310,Training,Tug
367353380,Training,Tug
367359220,Training,Purse seine
367371620,Training,Tug
367382290,Training,Tug
367384520,Training,Tug
367384610,Training,Tug
367389120,Training,Longliner
367397990,Training,Passenger
367402730,Training,Tug
367410780,Test,Tug
367416420,Training,Tug
367438000,Test,Cargo/Tanker
367451380,Training,Longliner
367455690,Training,Purse seine
367458670,Training,Tug
367463000,Training,Purse seine
367475340,Training,Tug
367477000,Training,Passenger
367478370,Training,Longliner
367479280,Training,Tug
367497580,Training,Tug
367497610,Training,Tug
367498820,Training,Tug
367503540,Training,Tug
367505660,Training,Tug
367513150,Training,Tug
367514650,Training,Tug
367515280,Training,Tug
367530080,Training,Tug
367533040,Training,Tug
367535110,Test,Tug
367535610,Training,Tug
367571490,Training,Longliner
367582580,Training,Passenger
367583840,Training,Tug
367601060,Training,Tug
367603000,Training,Trawler
367608040,Training,Passenger
367615190,Test,Tug
367628450,Training,Passenger
367638110,Training,Tug
367641680,Training,Passenger
367650460,Training,Passenger
367650680,Training,Passenger
367650820,Training,Passenger
367650870,Training,Passenger
367651180,Training,Passenger
367651260,Test,Tug
367651380,Training,Supply
367651650,Training,Tug
367651810,Test,Tug
367651830,Training,Tug
367652230,Training,Passenger
367652840,Training,Passenger
367652980,Training,Tug
367653030,Training,Tug
367653160,Training,Supply
367653220,Training,Supply
367653260,Training,Passenger
367653270,Training,Supply
367653290,Training,Tug
367653470,Training,Tug
367653480,Training,Tug
367653490,Training,Tug
367653530,Training,Tug
367653540,Training,Supply
367653570,Training,Passenger
367654040,Test,Passenger
367654060,Test,Tug
367654090,Training,Tug
367654230,Training,Supply
367654280,Training,Tug
367654330,Training,Tug
367654360,Training,Tug
367654520,Training,Tug
367654760,Test,Tug
367654810,Training,Tug
367654970,Training,Tug
367655190,Training,Supply
367655260,Training,Supply
367655770,Test,Passenger
367656310,Training,Passenger
367656580,Training,Passenger
367656670,Training,Tug
367656820,Test,Tug
367656940,Training,Passenger
367657110,Training,Supply
367657270,Training,Tug
367657730,Training,Tug
367658140,Test,Tug
367658190,Training,Passenger
367658250,Training,Passenger
367658440,Training,Tug
367658610,Training,Supply
367658740,Training,Passenger
367658770,Training,Passenger
367658870,Training,Tug
367659540,Training,Passenger
367659990,Training,Tug
367660530,Training,Passenger
367660730,Training,Passenger
367661180,Test,Tug
367661360,Training,Tug
367661670,Training,Tug
367661820,Training,Tug
367662330,Training,Tug
367662380,Training,Passenger
367662390,Training,Tug
367662440,Training,Tug
367662750,Training,Tug
367662840,Training,Passenger
367662920,Training,Passenger
367663050,Training,Tug
367663150,Training,Supply
367663360,Training,Passenger
367663440,Training,Tug
367663920,Training,Tug
367664110,Training,Tug
367664490,Test,Passenger
367664870,Training,Tug
367665060,Training,Passenger
367665130,Training,Tug
367665330,Training,Tug
367665340,Training,Tug
367665350,Training,Tug
367665490,Training,Passenger
367665940,Training,Tug
367665990,Training,Tug
367666000,Training,Purse seine
367666170,Training,Tug
367666840,Training,Passenger
367666850,Training,Tug
367666910,Training,Supply
367667040,Training,Passenger
367667560,Training,Tug
367667720,Training,Tug
367668060,Training,Supply
367668440,Training,Tug
367668680,Training,Supply
367668740,Training,Supply
367669090,Training,Passenger
367669380,Training,Passenger
367669640,Training,Tug
367669940,Training,Tug
367670110,Training,Tug
367670240,Training,Passenger
367670760,Test,Passenger
367670970,Training,Tug
367671080,Training,Tug
367671130,Training,Passenger
367671160,Training,Tug
367671240,Training,Passenger
367672370,Training,Tug
367672850,Training,Tug
367673340,Training,Tug
367673390,Training,Passenger
367673520,Training,Tug
367674380,Training,Passenger
367674650,Training,Tug
367674680,Training,Passenger
367674920,Training,Passenger
367674940,Training,Passenger
367674960,Training,Passenger
367675470,Training,Tug
367675570,Training,Passenger
367675660,Test,Tug
367675840,Training,Tug
367675910,Training,Tug
367676340,Training,Passenger
367676470,Training,Tug
367677450,Training,Tug
367677570,Training,Tug
367677650,Training,Tug
367677960,Training,Supply
367678140,Training,Tug
367678450,Training,Passenger
367678850,Training,Tug
367679030,Training,Tug
367679550,Training,Tug
367679740,Training,Passenger
367679910,Training,Passenger
367679920,Training,Passenger
367679950,Training,Passenger
367680160,Training,Tug
367680250,Training,Passenger
367680760,Training,Tug
367681150,Training,Tug
367681320,Training,Tug
367681460,Training,Tug
367681480,Training,Tug
367681570,Training,Passenger
367681710,Training,Tug
367682130,Test,Tug
367682410,Test,Supply
367682570,Training,Tug
367682580,Training,Tug
367682590,Training,Tug
367682610,Training,Tug
367682620,Training,Tug
367682990,Training,Tug
367683680,Training,Supply
367684260,Training,Supply
367684330,Training,Passenger
367684350,Training,Tug
367684370,Training,Tug
367684610,Training,Tug
367684860,Training,Tug
367684930,Test,Passenger
367684980,Training,Tug
367685130,Training,Tug
367685470,Training,Tug
367685620,Training,Tug
367685630,Training,Tug
367686280,Training,Passenger
367686740,Training,Passenger
367686910,Test,Tug
367687250,Training,Tug
367687750,Training,Passenger
367687870,Training,Tug
367688150,Training,Tug
367688280,Training,Tug
367688520,Training,Passenger
367688580,Training,Tug
367688620,Training,Passenger
367688880,Training,Passenger
367689020,Training,Passenger
367689040,Test,Tug
367689640,Training,Passenger
367689760,Training,Tug
367689970,Training,Supply
367690430,Training,Tug
367690440,Training,Tug
367690490,Training,Passenger
367690810,Training,Tug
367691150,Training,Passenger
367691190,Training,Tug
367691280,Training,Supply
367691640,Test,Passenger
367692670,Training,Tug
367692690,Training,Tug
367692790,Training,Passenger
367692820,Training,Passenger
367693590,Training,Tug
367693630,Training,Passenger
367693690,Training,Tug
367694640,Training,Tug
367694730,Training,Tug
367695040,Training,Tug
367695780,Training,Tug
367695880,Training,Passenger
367696480,Training,Passenger
367696520,Training,Passenger
367697440,Training,Supply
367698570,Test,Passenger
367698610,Training,Passenger
367699040,Training,Passenger
367699290,Training,Tug
367699920,Training,Tug
367700160,Training,Passenger
367700920,Training,Tug
367700970,Training,Passenger
367701250,Training,Passenger
367701370,Training,Tug
367701480,Training,Supply
367701990,Training,Tug
367702010,Training,Tug
367702070,Training,Tug
367702110,Training,Tug
367702120,Test,Tug
367702130,Training,Tug
367702140,Training,Tug
367702150,Training,Tug
367702190,Training,Tug
367702220,Training,Tug
367702230,Training,Tug
367702280,Training,Tug
367702310,Test,Tug
367702340,Training,Tug
367702370,Training,Tug
367702380,Training,Tug
367702410,Training,Tug
367702460,Training,Tug
367702470,Training,Tug
367702490,Training,Tug
367702510,Training,Tug
367702540,Training,Tug
367702550,Training,Tug
367702560,Training,Tug
367702730,Training,Tug
367702880,Training,Passenger
367702890,Training,Tug
367702950,Training,Tug
367702970,Training,Tug
367703020,Training,Tug
367703030,Training,Tug
367703230,Training,Tug
367703250,Test,Tug
367703330,Training,Tug
367767000,Test,Purse seine
368046000,Training,Purse seine
368188000,Training,Passenger
368240000,Training,Tug
368465000,Training,Supply
368489000,Training,Purse seine
368515000,Training,Tug
368686000,Training,Cargo/Tanker
369293000,Training,Supply
369312000,Training,Supply
369533000,Training,Supply
369970629,Test,Tug
370081000,Training,Cargo/Tanker
370082000,Training,Cargo/Tanker
370103000,Training,Tug
370120000,Training,Tug
370135000,Training,Cargo/Tanker
370224000,Training,Tug
370289000,Training,Cargo/Tanker
370337000,Training,Cargo/Tanker
370363000,Training,Tug
370418000,Training,Supply
370475000,Training,Cargo/Tanker
370586000,Training,Tug
370692000,Test,Supply
370806000,Training,Tug
370867000,Test,Cargo/Tanker
370947000,Training,Cargo/Tanker
371003000,Training,Tug
371074000,Training,Cargo/Tanker
371091000,Training,Supply
371096000,Training,Cargo/Tanker
371106000,Training,Purse seine
371174000,Test,Supply
371183000,Test,Supply
371185000,Training,Cargo/Tanker
371189000,Training,Tug
371216000,Training,Purse seine
371220000,Test,Tug
371224000,Training,Purse seine
