mmsi,dataset,label
308726000,Test,Cargo/Tanker
308753000,Training,Passenger
308789000,Training,Cargo/Tanker
308803000,Test,Cargo/Tanker
308816000,Training,Cargo/Tanker
308839000,Test,Cargo/Tanker
308921000,Training,Cargo/Tanker
309022000,Training,Cargo/Tanker
309056000,Training,Passenger
309225000,Training,Cargo/Tanker
309325000,Training,Seismic
309369000,Training,Cargo/Tanker
309438000,Training,Cargo/Tanker
309497000,Training,Cargo/Tanker
309536000,Training,Cargo/Tanker
309564000,Training,Cargo/Tanker
309587000,Training,Cargo/Tanker
309593000,Training,Seismic
309601000,Training,Cargo/Tanker
309617000,Test,Cargo/Tanker
309656000,Test,Cargo/Tanker
309666000,Training,Seismic
309759000,Training,Cargo/Tanker
309764000,Test,Cargo/Tanker
309823000,Training,Cargo/Tanker
309847000,Training,Cargo/Tanker
309887000,Training,Cargo/Tanker
310132000,Training,Cargo/Tanker
310398000,Test,Cargo/Tanker
310478000,Training,Cargo/Tanker
310482000,Training,Cargo/Tanker
310486000,Training,Cargo/Tanker
310534000,Test,Cargo/Tanker
310559000,Training,Cargo/Tanker
310560000,Training,Cargo/Tanker
310561000,Training,Cargo/Tanker
310563000,Test,Passenger
310565000,Training,Cargo/Tanker
310570000,Training,Passenger
310608000,Training,Cargo/Tanker
310621000,Training,Cargo/Tanker
310637000,Training,Cargo/Tanker
310641000,Training,Cargo/Tanker
310645000,Test,Cargo/Tanker
310658000,Test,Cargo/Tanker
310679000,Training,Cargo/Tanker
311000065,Training,Seismic
311000083,Training,Cargo/Tanker
311000084,Training,Seismic
311000102,Test,Cargo/Tanker
311000114,Training,Cargo/Tanker
311000115,Test,Seismic
311000117,Test,Cargo/Tanker
311000135,Training,Cargo/Tanker
311000177,Test,Cargo/Tanker
311000180,Test,Seismic
311000238,Test,Seismic
311000262,Test,Seismic
311000263,Training,Seismic
311003100,Training,Cargo/Tanker
311003200,Test,Cargo/Tanker
311003400,Training,Cargo/Tanker
311004900,Test,Cargo/Tanker
311010900,Test,Cargo/Tanker
311012200,Test,Seismic
311012300,Training,Seismic
311012400,Test,Seismic
311012500,Training,Seismic
311013600,Training,Cargo/Tanker
311016500,Training,Cargo/Tanker
311017100,Training,Cargo/Tanker
311018600,Training,Cargo/Tanker
311021600,Test,Cargo/Tanker
311022900,Test,Cargo/Tanker
311028600,Training,Cargo/Tanker
311029900,Training,Seismic
311030800,Training,Seismic
311032500,Training,Cargo/Tanker
311033400,Training,Cargo/Tanker
311035300,Test,Cargo/Tanker
311035600,Test,Cargo/Tanker
311037100,Training,Cargo/Tanker
311037400,Test,Cargo/Tanker
311038300,Training,Cargo/Tanker
311038900,Test,Passenger
311040700,Training,Cargo/Tanker
311044900,Test,Cargo/Tanker
311045300,Test,Cargo/Tanker
311046600,Test,Cargo/Tanker
311046700,Test,Cargo/Tanker
311047400,Training,Cargo/Tanker
311048300,Test,Cargo/Tanker
311049200,Test,Seismic
311049400,Test,Cargo/Tanker
311052700,Training,Cargo/Tanker
311052800,Training,Seismic
311052900,Training,Seismic
311054200,Test,Cargo/Tanker
311054300,Training,Cargo/Tanker
311056100,Training,Seismic
311057200,Test,Cargo/Tanker
311064600,Test,Cargo/Tanker
311065700,Training,Seismic
311069200,Training,Cargo/Tanker
311070100,Training,Seismic
311071100,Training,Cargo/Tanker
311071200,Training,Cargo/Tanker
311072100,Test,Cargo/Tanker
311072300,Training,Cargo/Tanker
311168000,Test,Cargo/Tanker
311261000,Training,Cargo/Tanker
311293000,Training,Cargo/Tanker
311301000,Training,Cargo/Tanker
311326000,Training,Cargo/Tanker
311349000,Test,Cargo/Tanker
311351000,Training,Cargo/Tanker
311353000,Training,Cargo/Tanker
311392000,Test,Cargo/Tanker
311554000,Training,Cargo/Tanker
311588000,Test,Cargo/Tanker
311601000,Test,Cargo/Tanker
311638000,Training,Cargo/Tanker
311641000,Training,Cargo/Tanker
311642000,Test,Cargo/Tanker
311695000,Test,Cargo/Tanker
311696000,Training,Cargo/Tanker
311697000,Training,Cargo/Tanker
311698000,Training,Cargo/Tanker
311702000,Test,Cargo/Tanker
311707000,Training,Cargo/Tanker
311708000,Test,Cargo/Tanker
311738000,Training,Cargo/Tanker
311774000,Training,Cargo/Tanker
311777000,Training,Seismic
311778000,Training,Seismic
311781000,Test,Seismic
311783000,Training,Seismic
311784000,Test,Seismic
311786000,Training,Seismic
311799000,Test,Cargo/Tanker
311818000,Training,Cargo/Tanker
311821000,Training,Cargo/Tanker
311864000,Test,Cargo/Tanker
311918000,Test,Cargo/Tanker
311919000,Test,Cargo/Tanker
311921000,Training,Cargo/Tanker
311945000,Training,Cargo/Tanker
311971000,Test,Seismic
311995000,Test,Cargo/Tanker
311996000,Training,Cargo/Tanker
312027000,Training,Trawler
312060000,Training,Trawler
312516000,Training,Seismic
312590000,Training,Purse seine
312695000,Test,Seismic
312784000,Test,Cargo/Tanker
312854000,Test,Longliner
312864000,Test,Purse seine
312897000,Training,Purse seine
314137000,Training,Passenger
314257000,Training,Cargo/Tanker
314277000,Training,Cargo/Tanker
314317000,Training,Cargo/Tanker
316001412,Training,Trawler
316001821,Training,Trawler
316001876,Training,Tug/Pilot/Supply
316002445,Training,Trawler
316002916,Test,Trawler
316003289,Test,Cargo/Tanker
316003349,Test,Trawler
316003365,Training,Trawler
316003459,Training,Trawler
316003483,Test,Tug/Pilot/Supply
316003656,Test,Cargo/Tanker
316004333,Training,Trawler
316004539,Test,Trawler
316004702,Test,Trawler
316004981,Training,Trawler
316005444,Training,Trawler
316005448,Test,Trawler
316005998,Test,Trawler
316006850,Training,Trawler
316006988,Test,Trawler
316007539,Test,Trawler
316007587,Test,Trawler
316009550,Training,Trawler
316009852,Training,Trawler
316011710,Training,Cargo/Tanker
316011760,Training,Trawler
316012260,Test,Trawler
316013960,Training,Cargo/Tanker
316014803,Training,Trawler
316015632,Training,Trawler
316016225,Training,Trawler
316016341,Training,Trawler
316018616,Test,Cargo/Tanker
316019447,Training,Trawler
316020067,Training,Tug/Pilot/Supply
316020762,Test,Trawler
316023341,Training,Cargo/Tanker
316023452,Test,Trawler
316023833,Test,Trawler
316025987,Training,Passenger
316026695,Training,Cargo/Tanker
316111000,Test,Trawler
316262000,Test,Cargo/Tanker
316323000,Training,Trawler
316327000,Training,Passenger
319008800,Test,Passenger
319011200,Test,Seismic
319011400,Training,Passenger
319012800,Test,Passenger
319013600,Training,Cargo/Tanker
319014500,Training,Cargo/Tanker
319015800,Training,Cargo/Tanker
319016000,Test,Seismic
319019400,Test,Passenger
319021600,Test,Passenger
319024000,Training,Passenger
319025600,Training,Cargo/Tanker
319027100,Test,Passenger
319027200,Training,Cargo/Tanker
319027500,Training,Passenger
319030800,Training,Cargo/Tanker
319033400,Training,Passenger
319035500,Training,Cargo/Tanker
319036000,Training,Cargo/Tanker
319036200,Test,Passenger
319058000,Training,Cargo/Tanker
319059800,Test,Passenger
319076000,Training,Cargo/Tanker
319198000,Test,Passenger
319206000,Test,Cargo/Tanker
319237000,Training,Passenger
319252000,Training,Cargo/Tanker
319305000,Training,Passenger
319316000,Training,Passenger
319326000,Test,Passenger
319353000,Training,Passenger
319387000,Test,Passenger
319409000,Training,Cargo/Tanker
319430000,Training,Passenger
319436000,Training,Passenger
319455000,Training,Passenger
319459000,Test,Cargo/Tanker
319478000,Training,Cargo/Tanker
319479000,Training,Cargo/Tanker
319545000,Training,Cargo/Tanker
319591000,Training,Cargo/Tanker
319605000,Training,Cargo/Tanker
319608000,Test,Passenger
319638000,Training,Passenger
319653000,Training,Cargo/Tanker
319669000,Test,Passenger
319676000,Test,Passenger
319733000,Test,Passenger
319740000,Test,Cargo/Tanker
319768000,Test,Cargo/Tanker
319855000,Training,Passenger
319858000,Test,Passenger
319885000,Training,Cargo/Tanker
319920000,Training,Passenger
319937000,Test,Passenger
319950000,Training,Cargo/Tanker
325587000,Training,Passenger
331119000,Training,Trawler
331155000,Test,Trawler
331165000,Test,Trawler
331277000,Test,Longliner
338013000,Training,Purse seine
338053214,Training,Passenger
338060008,Training,Longliner
338074000,Training,Purse seine
338100000,Training,Seismic
338102861,Test,Tug/Pilot/Supply
338137000,Training,Trawler
338140000,Test,Trawler
338191064,Training,Passenger
338193179,Training,Passenger
338205000,Training,Passenger
338250000,Training,Trawler
338296000,Test,Trawler
338298000,Training,Purse seine
338351000,Training,Longliner
338381000,Training,Longliner
338382000,Training,Longliner
338420000,Test,Cargo/Tanker
338494100,Test,Trawler
338568000,Test,Trawler
338622000,Training,Purse seine
338626000,Training,Trawler
338673000,Test,Trawler
338693000,Training,Trawler
338757000,Training,Longliner
338781000,Training,Cargo/Tanker
338793000,Test,Purse seine
338855000,Training,Seismic
338873000,Training,Purse seine
345010033,Training,Tug/Pilot/Supply
345030007,Test,Cargo/Tanker
345040700,Test,Purse seine
345070019,Test,Tug/Pilot/Supply
345070141,Test,Cargo/Tanker
345080010,Test,Purse seine
345080022,Training,Purse seine
345080023,Test,Purse seine
345080024,Training,Purse seine
345080025,Training,Purse seine
345080026,Training,Purse seine
345080027,Training,Purse seine
345080028,Test,Purse seine
345080029,Training,Purse seine
345080031,Test,Purse seine
345080032,Test,Purse seine
345080033,Test,Purse seine
345080035,Training,Purse seine
345080500,Training,Purse seine
345080700,Test,Purse seine
345080900,Training,Purse seine
345140009,Training,Tug/Pilot/Supply
345140500,Training,Purse seine
345186001,Training,Passenger
345900429,Training,Purse seine
349052425,Training,Purse seine
350107000,Test,Purse seine
351029000,Training,Tug/Pilot/Supply
351038000,Training,Cargo/Tanker
351053000,Training,Cargo/Tanker
351062000,Training,Cargo/Tanker
351075000,Training,Cargo/Tanker
351095000,Test,Cargo/Tanker
351104000,Training,Cargo/Tanker
351111000,Training,Cargo/Tanker
351120000,Training,Cargo/Tanker
351123000,Test,Cargo/Tanker
351126000,Training,Cargo/Tanker
351132000,Training,Cargo/Tanker
351134000,Test,Cargo/Tanker
351137000,Test,Cargo/Tanker
351163000,Training,Cargo/Tanker
351176000,Training,Cargo/Tanker
351206000,Training,Cargo/Tanker
351217000,Training,Cargo/Tanker
351223000,Training,Cargo/Tanker
351224000,Training,Cargo/Tanker
351229000,Test,Cargo/Tanker
351240000,Test,Cargo/Tanker
351241000,Training,Cargo/Tanker
351256000,Training,Cargo/Tanker
351271000,Training,Cargo/Tanker
351285000,Test,Cargo/Tanker
351321000,Training,Cargo/Tanker
351327000,Test,Cargo/Tanker
351360000,Test,Cargo/Tanker
351392000,Training,Cargo/Tanker
351405000,Training,Cargo/Tanker
351424000,Test,Cargo/Tanker
351430000,Training,Cargo/Tanker
351552000,Training,Cargo/Tanker
351554000,Test,Cargo/Tanker
351622000,Test,Cargo/Tanker
351629000,Training,Cargo/Tanker
351638000,Training,Cargo/Tanker
351678000,Test,Cargo/Tanker
351682000,Training,Cargo/Tanker
351696000,Test,Cargo/Tanker
351698000,Test,Cargo/Tanker
351710000,Training,Cargo/Tanker
351733000,Test,Cargo/Tanker
351772000,Training,Cargo/Tanker
351800000,Training,Cargo/Tanker
351801000,Test,Cargo/Tanker
351854000,Training,Cargo/Tanker
351861000,Training,Cargo/Tanker
351863000,Training,Cargo/Tanker
351867000,Training,Cargo/Tanker
351968000,Training,Cargo/Tanker
351991000,Training,Cargo/Tanker
352011000,Training,Cargo/Tanker
352057000,Training,Cargo/Tanker
352083000,Training,Cargo/Tanker
352108000,Training,Cargo/Tanker
352123000,Test,Cargo/Tanker
352158000,Training,Cargo/Tanker
352202000,Training,Cargo/Tanker
352270000,Training,Cargo/Tanker
352297000,Test,Cargo/Tanker
352301000,Training,Cargo/Tanker
352310000,Training,Cargo/Tanker
352317000,Training,Cargo/Tanker
352337000,Test,Cargo/Tanker
352355000,Training,Cargo/Tanker
352401000,Test,Cargo/Tanker
352407000,Test,Cargo/Tanker
352419000,Training,Purse seine
352425000,Training,Cargo/Tanker
352448000,Test,Cargo/Tanker
352453000,Training,Cargo/Tanker
352467000,Training,Cargo/Tanker
352487000,Training,Cargo/Tanker
352496000,Training,Cargo/Tanker
352520000,Test,Cargo/Tanker
352548000,Training,Cargo/Tanker
352553000,Training,Cargo/Tanker
352555000,Training,Cargo/Tanker
352565000,Test,Cargo/Tanker
352582000,Test,Cargo/Tanker
352590000,Test,Cargo/Tanker
352633000,Test,Cargo/Tanker
352651000,Training,Cargo/Tanker
352698000,Test,Cargo/Tanker
352707000,Test,Cargo/Tanker
352713000,Test,Cargo/Tanker
352715000,Training,Cargo/Tanker
352721000,Test,Cargo/Tanker
352740000,Training,Cargo/Tanker
352745000,Training,Cargo/Tanker
352751000,Training,Cargo/Tanker
352853000,Training,Cargo/Tanker
352858000,Test,Cargo/Tanker
352871000,Test,Cargo/Tanker
352879000,Test,Cargo/Tanker
352894000,Training,Purse seine
352908000,Training,Cargo/Tanker
352960000,Training,Cargo/Tanker
352981000,Test,Cargo/Tanker
352984000,Test,Cargo/Tanker
353006000,Test,Cargo/Tanker
353018000,Training,Cargo/Tanker
353038000,Training,Purse seine
353047000,Training,Cargo/Tanker
353059000,Test,Cargo/Tanker
353084000,Training,Cargo/Tanker
353111000,Test,Cargo/Tanker
353114000,Test,Cargo/Tanker
353135000,Training,Cargo/Tanker
353171000,Training,Purse seine
353199000,Test,Cargo/Tanker
353200000,Training,Cargo/Tanker
353208000,Training,Seismic
353237000,Training,Cargo/Tanker
353244000,Training,Cargo/Tanker
353246000,Test,Cargo/Tanker
353249000,Test,Seismic
353260000,Test,Cargo/Tanker
353262000,Test,Cargo/Tanker
353295000,Training,Cargo/Tanker
353297000,Training,Cargo/Tanker
353306000,Training,Cargo/Tanker
353320000,Test,Cargo/Tanker
353381000,Training,Cargo/Tanker
353392000,Training,Cargo/Tanker
353429000,Training,Cargo/Tanker
353478000,Test,Cargo/Tanker
353490000,Test,Purse seine
353512000,Training,Cargo/Tanker
353532000,Training,Cargo/Tanker
353548000,Test,Cargo/Tanker
353576000,Training,Cargo/Tanker
353578000,Test,Cargo/Tanker
353601000,Test,Cargo/Tanker
353613000,Training,Cargo/Tanker
353633000,Test,Cargo/Tanker
353691000,Test,Cargo/Tanker
353698000,Training,Cargo/Tanker
353728000,Training,Cargo/Tanker
353768000,Training,Cargo/Tanker
353770000,Test,Purse seine
353788000,Test,Cargo/Tanker
353804000,Training,Cargo/Tanker
353825000,Test,Cargo/Tanker
353849000,Test,Passenger
353860000,Test,Cargo/Tanker
353870000,Test,Cargo/Tanker
353903000,Test,Cargo/Tanker
353911000,Test,Cargo/Tanker
353933000,Training,Cargo/Tanker
353936000,Test,Cargo/Tanker
353959000,Test,Cargo/Tanker
353962000,Test,Cargo/Tanker
353973000,Training,Cargo/Tanker
354001000,Training,Cargo/Tanker
354076000,Test,Cargo/Tanker
354086000,Training,Cargo/Tanker
354093000,Training,Cargo/Tanker
354136000,Test,Cargo/Tanker
354138000,Test,Cargo/Tanker
354183000,Training,Cargo/Tanker
354197000,Test,Cargo/Tanker
354232000,Training,Cargo/Tanker
354252000,Training,Cargo/Tanker
354255000,Training,Cargo/Tanker
354267000,Training,Cargo/Tanker
354269000,Test,Cargo/Tanker
354322000,Test,Cargo/Tanker
354331000,Training,Cargo/Tanker
354342000,Training,Cargo/Tanker
354343000,Test,Cargo/Tanker
354360000,Training,Cargo/Tanker
354361000,Training,Cargo/Tanker
354362000,Test,Cargo/Tanker
354370000,Training,Cargo/Tanker
354373000,Training,Cargo/Tanker
354410000,Test,Cargo/Tanker
354421000,Training,Cargo/Tanker
354441000,Training,Cargo/Tanker
354487000,Test,Cargo/Tanker
354499000,Test,Cargo/Tanker
354511000,Test,Cargo/Tanker
354519000,Training,Cargo/Tanker
354526000,Training,Cargo/Tanker
354561000,Test,Cargo/Tanker
354569000,Training,Cargo/Tanker
354591000,Test,Cargo/Tanker
354593000,Test,Passenger
354614000,Test,Cargo/Tanker
354619000,Training,Cargo/Tanker
354622000,Test,Cargo/Tanker
354636000,Training,Tug/Pilot/Supply
354658000,Training,Cargo/Tanker
354662000,Test,Cargo/Tanker
354708000,Test,Cargo/Tanker
354736000,Training,Cargo/Tanker
354765000,Training,Cargo/Tanker
354766000,Training,Cargo/Tanker
354803000,Test,Cargo/Tanker
354807000,Training,Cargo/Tanker
354813000,Test,Cargo/Tanker
354822000,Training,Cargo/Tanker
354826000,Test,Cargo/Tanker
354828000,Test,Cargo/Tanker
354851000,Training,Cargo/Tanker
354884000,Training,Cargo/Tanker
354893000,Training,Cargo/Tanker
354915000,Test,Seismic
354953000,Training,Cargo/Tanker
354971000,Training,Cargo/Tanker
354988000,Test,Cargo/Tanker
354992000,Test,Cargo/Tanker
355041000,Test,Tug/Pilot/Supply
355051000,Training,Cargo/Tanker
355056000,Training,Cargo/Tanker
355061000,Test,Cargo/Tanker
355063000,Test,Cargo/Tanker
355067000,Training,Cargo/Tanker
355087000,Test,Cargo/Tanker
355100000,Test,Cargo/Tanker
355104000,Training,Cargo/Tanker
355139000,Training,Cargo/Tanker
355140000,Test,Cargo/Tanker
355145000,Training,Cargo/Tanker
355149000,Training,Cargo/Tanker
355166000,Test,Cargo/Tanker
355170000,Training,Cargo/Tanker
355174000,Test,Cargo/Tanker
355178000,Training,Cargo/Tanker
355187000,Training,Cargo/Tanker
355193000,Training,Purse seine
355234000,Training,Cargo/Tanker
355242000,Test,Seismic
355249000,Training,Cargo/Tanker
355260000,Training,Cargo/Tanker
355284000,Training,Cargo/Tanker
