mmsi,fishing,label,sublabel,length,tonnage,list_sources
247083370,Fishing,Set gear,,17.5,37.0,eu
247083380,Fishing,,,27.350000000000001,141.0,eu
247083390,Fishing,,,22.899999999999999,79.0,eu
247083400,Fishing,Trawlers,,44.149999999999999,490.0,clav;eu;itu
247083410,Fishing,,,27.25,114.0,clav;eu
247083420,Fishing,,,27.300000000000001,120.0,clav;eu
247083440,Fishing,Trawlers,,25.5,132.0,clav;eu
247083450,Fishing,Trawlers,,17.16,34.0,eu
247083460,Fishing,Trawlers,,19.129999999999999,61.0,eu
247083470,Fishing,Trawlers,,19.050000000000001,56.0,eu
247083480,Fishing,Trawlers,,24.800000000000001,106.0,clav;eu
247083490,Fishing,,,16.699999999999999,38.0,eu
247083500,Fishing,Trawlers,,44.149999999999999,490.0,clav;eu;itu
247083520,Fishing,Trawlers,,17.48,48.0,eu
247083530,Fishing,,,24.600000000000001,101.0,clav;eu
247083540,Fishing,Trawlers,,28.100000000000001,108.0,clav;eu
247083550,Fishing,Trawlers,,28.449999999999999,138.0,clav;eu
247083560,Fishing,,,29.800000000000001,123.0,eu
247083630,Fishing,Trawlers,,25.800000000000001,108.0,clav;eu
247083860,Fishing,Trawlers,,27.270000000000003,,clav;eu
247083890,Fishing,,,25.289999999999999,125.0,clav;eu
247083920,Fishing,Trawlers,,23.649999999999999,90.0,clav;eu
247083940,Fishing,Trawlers,,26.260000000000002,95.0,eu
247083960,Fishing,Trawlers,,15.630000000000001,22.0,eu
247084010,Fishing,,,17.350000000000001,33.0,eu
247084040,Fishing,,,16.5,24.0,eu
247084290,Fishing,Trawlers,,21.77,77.0,eu
247084310,Fishing,,,26.25,138.0,clav;eu
247084320,Fishing,Trawlers,,27.600000000000001,120.0,clav;eu
247084380,Fishing,Trawlers,,17.899999999999999,46.0,eu
247084450,Fishing,Trawlers,,17.199999999999999,27.0,eu
247084470,Fishing,,,21.18,67.0,eu
247084520,Fishing,Trawlers,,26.199999999999999,96.0,eu
247084610,Fishing,Trawlers,,26.199999999999999,106.0,clav
247084670,Fishing,Trawlers,,26.920000000000002,95.0,clav;eu
247084730,Fishing,Trawlers,,21.600000000000001,69.0,eu
247084740,Fishing,Trawlers,,14.66,29.0,eu
247084790,Fishing,Trawlers,,22.32,87.0,eu
247084960,Fishing,Trawlers,,16.23,32.0,eu
247085190,Fishing,,,17.199999999999999,27.0,eu
247085340,Fishing,Trawlers,,20.52,70.0,eu
247085360,Fishing,Trawlers,,21.800000000000001,89.0,eu
247085680,Fishing,,,16.800000000000001,39.0,eu
247085750,Fishing,Trawlers,,25.640000000000001,133.0,eu
247085770,Fishing,Trawlers,,17.600000000000001,30.0,eu
247085860,Fishing,Trawlers,,16.219999999999999,32.0,eu
247085990,Fishing,Trawlers,,21.5,51.0,eu
247086160,Fishing,Trawlers,,16.199999999999999,23.0,eu
247086280,Fishing,Trawlers,,17.800000000000001,52.0,eu
247086570,Fishing,Trawlers,,24.27,93.0,eu
247086590,Fishing,,,20.530000000000001,91.0,eu
247086860,Fishing,Trawlers,,20.5,64.0,eu
247086980,Fishing,Trawlers,,22.23,64.0,eu
247087020,Fishing,Trawlers,,21.059999999999999,78.0,eu
247087070,Fishing,,,17.199999999999999,27.0,eu
247087080,Fishing,Trawlers,,16.170000000000002,24.0,eu
247087090,Fishing,,,15.52,23.0,eu
247087260,Fishing,,,10.4,6.0,eu
247087510,Fishing,Trawlers,,15.41,27.0,eu
247087540,Fishing,Trawlers,,16.719999999999999,37.0,eu
247087650,Fishing,,,15.619999999999999,33.0,eu
247087940,Fishing,Trawlers,,18.02,45.0,eu
247088050,Fishing,Trawlers,,21.850000000000001,96.0,eu
247088060,Fishing,Trawlers,,21.850000000000001,76.0,eu
247088420,Fishing,,,15.27,21.0,eu
247090850,Fishing,Trawlers,,19.93,47.0,eu
247090860,Fishing,,,21.25,39.0,eu
247090910,Fishing,Trawlers,,19.300000000000001,45.0,eu
247090930,Fishing,Set gear,,12.9,10.0,eu
247090950,Fishing,Trawlers,,19.800000000000001,30.0,eu
247091060,Fishing,Set gear,,12.300000000000001,13.0,eu
247091080,Fishing,Trawlers,,23.010000000000002,94.0,clav;eu
247091110,Fishing,,,18.789999999999999,24.0,eu
247091120,Fishing,Trawlers,,21.719999999999999,32.0,eu
247091130,Fishing,Trawlers,,22.649999999999999,60.0,eu
247091160,Fishing,,,23.300000000000001,56.0,eu
247091500,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
247091570,Fishing,,,15.77,21.0,eu
247091620,Fishing,Set gear,,11.83,8.0,eu
247092230,Fishing,,,21.100000000000001,55.0,eu
247092240,Fishing,Trawlers,,19.449999999999999,34.0,eu
247092290,Fishing,Trawlers,,18.460000000000001,57.0,eu
247092310,Fishing,,,21.140000000000001,52.0,eu
247092320,Fishing,Trawlers,,19.73,48.0,eu
247092330,Fishing,Trawlers,,21.010000000000002,37.0,eu
247092370,Fishing,,,19.469999999999999,47.0,eu
247092380,Fishing,Trawlers,,20.170000000000002,32.0,eu
247092390,Fishing,,,16.260000000000002,21.0,eu
247092750,Fishing,Trawlers,,19.359999999999999,44.0,eu
247092780,Fishing,,,14.68,24.0,eu
247092790,Fishing,Trawlers,,21.0,90.0,eu
247092810,Fishing,Trawlers,,20.82,69.0,eu
247092830,Fishing,Trawlers,,22.640000000000001,60.0,eu
247092850,Fishing,Trawlers,,21.359999999999999,112.0,eu
247092870,Fishing,Trawlers,,21.420000000000002,48.0,eu
247092890,Fishing,,,21.260000000000002,60.0,eu
247092950,Fishing,Trawlers,,23.02,59.0,eu
247092970,Fishing,Trawlers,,24.800000000000001,63.0,clav
247092980,Fishing,Trawlers,,26.309999999999999,70.0,eu
247092990,Fishing,,,20.469999999999999,56.0,eu
247093010,Fishing,Trawlers,,23.140000000000001,55.0,eu
247093030,Fishing,Trawlers,,22.219999999999999,58.0,eu
247093040,Fishing,,,22.699999999999999,68.0,eu
247093050,Fishing,Trawlers,,19.07,51.0,eu
247094040,Fishing,Trawlers,,19.199999999999999,29.0,eu
247094050,Fishing,Trawlers,,18.800000000000001,33.0,eu
247094080,Fishing,Trawlers,,17.050000000000001,26.0,eu
247094120,Fishing,Trawlers,,19.850000000000001,61.0,eu
247094150,Fishing,Trawlers,,21.530000000000001,67.0,eu
247094170,Fishing,Trawlers,,21.030000000000001,66.0,eu
247094190,Fishing,Trawlers,,19.300000000000001,40.0,eu
247094220,Fishing,Trawlers,,19.829999999999998,39.0,eu
247094260,Fishing,,,25.75,69.0,eu
247094280,Fishing,Trawlers,,19.550000000000001,39.0,eu
247094310,Fishing,,,19.75,43.0,eu
247094320,Fishing,,,12.07,9.0,eu
247094330,Fishing,Trawlers,,18.699999999999999,50.0,eu
247094360,Fishing,Trawlers,,22.25,67.0,eu
247094370,Fishing,Trawlers,,20.0,38.0,eu
247094410,Fishing,Trawlers,,15.35,27.0,eu
247094480,Fishing,Set gear,Set longlines,16.120000000000001,20.0,eu
247094550,Fishing,,,22.75,56.0,eu
247094570,Fishing,Set gear,Set longlines,14.9,16.0,eu
247094630,Fishing,Set gear,Set longlines,15.220000000000001,18.0,eu
247094940,Fishing,,,26.699999999999999,71.0,eu
247094960,Fishing,Set gear,Set longlines,17.850000000000001,22.0,eu
247096440,Fishing,,,23.899999999999999,111.0,eu
247096450,Fishing,Trawlers,,25.5,52.0,clav
247096470,Fishing,Trawlers,,21.550000000000001,56.0,eu
247096930,Fishing,Trawlers,,22.300000000000001,69.0,eu
247097280,Fishing,,,24.27,99.0,eu
247098900,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
247099180,Fishing,Trawlers,,17.57,30.0,eu
247099190,Fishing,Trawlers,,15.34,17.0,eu
247099210,Fishing,Trawlers,,21.48,54.0,eu
247099280,Fishing,Trawlers,,22.579999999999998,49.0,eu
247099330,Fishing,Purse seines,,23.120000000000001,43.0,eu
247099360,Fishing,Trawlers,,21.75,48.0,eu
247099420,Fishing,,,18.550000000000001,51.0,eu
247099790,Fishing,Trawlers,,28.73,135.0,clav;eu
247099810,Fishing,Trawlers,,18.5,41.0,eu
247099820,Fishing,,,20.600000000000001,40.0,eu
247099830,Fishing,Trawlers,,23.449999999999999,61.0,eu
247100020,Fishing,,,25.0,96.0,clav;eu
247100040,Fishing,,,26.379999999999999,119.5,clav;eu
247100070,Fishing,,,26.75,113.0,clav;eu
247100080,Fishing,Trawlers,,21.699999999999999,107.0,eu
247100110,Fishing,Purse seines,,46.810000000000002,240.0,eu
247100190,Fishing,Trawlers,,20.800000000000001,77.0,eu
247100250,Fishing,Trawlers,,22.329999999999998,79.0,eu
247100260,Fishing,,,24.07,103.0,eu
247100270,Fishing,,,19.640000000000001,57.0,eu
247100290,Fishing,,,22.629999999999999,95.0,eu
247100320,Fishing,Trawlers,,23.09,149.0,clav;eu
247100350,Fishing,,,26.280000000000001,108.0,clav;eu
247100360,Fishing,,,25.059999999999999,100.0,clav;eu
247100390,Fishing,Trawlers,,21.969999999999999,63.0,eu
247100410,Fishing,,,40.5,330.0,eu
247100420,Fishing,,,18.91,75.0,eu
247100430,Fishing,,,22.699999999999999,99.0,eu
247100440,Fishing,Trawlers,,22.739999999999998,100.0,eu
247100450,Fishing,,,18.359999999999999,88.0,eu
247100460,Fishing,Trawlers,,19.84,45.0,eu
247100470,Fishing,Set gear,,11.699999999999999,9.0,eu
247100480,Fishing,,,27.699999999999999,159.0,clav;eu
247100490,Fishing,Trawlers,,24.5,94.0,eu
247100510,Fishing,,,27.050000000000001,114.0,eu
247100520,Fishing,,,25.0,96.0,clav;eu
247100530,Fishing,Trawlers,,23.800000000000001,103.0,clav;eu
247100540,Fishing,,,16.309999999999999,47.0,eu
247100550,Fishing,,,20.010000000000002,63.0,eu
247100570,Fishing,Trawlers,,23.390000000000001,90.0,eu
247100580,Fishing,,,16.010000000000002,59.0,eu
247100590,Fishing,Trawlers,,20.719999999999999,72.0,eu
247100620,Fishing,,,22.969999999999999,92.0,eu
247100630,Fishing,Set gear,,13.75,12.0,eu
247100640,Fishing,Trawlers,,24.02,98.0,clav
247100680,Fishing,,,23.02,91.0,clav;eu
247100690,Fishing,,,19.800000000000001,85.0,eu
247100710,Fishing,,,16.600000000000001,53.0,eu
247100740,Fishing,,,23.920000000000002,131.0,eu
247100770,Fishing,,,23.350000000000001,64.0,eu
247100780,Fishing,,,17.579999999999998,55.0,eu
247100790,Fishing,Trawlers,,21.25,72.0,eu
247100910,Fishing,Trawlers,,20.289999999999999,52.0,eu
247100920,Fishing,Trawlers,,17.5,43.0,eu
247100930,Fishing,Trawlers,,27.399999999999999,124.0,clav
247100960,Fishing,,,26.550000000000001,94.0,eu
247101020,Fishing,,,30.25,204.0,eu
247101050,Fishing,,,16.719999999999999,44.0,eu
247101120,Fishing,Trawlers,,28.050000000000001,106.0,clav
247101140,Fishing,,,25.039999999999999,144.0,clav;eu
247101170,Fishing,Trawlers,,27.199999999999999,119.0,clav;eu
247101230,Fishing,,,22.66,90.0,eu
247101250,Fishing,Trawlers,,20.359999999999999,71.0,eu
247101270,Fishing,,,19.77,58.0,eu
247101310,Fishing,Trawlers,,18.48,41.0,eu
247101320,Fishing,Trawlers,,21.579999999999998,55.0,eu
247101330,Fishing,,,26.899999999999999,96.0,eu
247101340,Fishing,,,21.390000000000001,77.0,eu
247101370,Fishing,,,19.190000000000001,50.0,eu
247101430,Fishing,Trawlers,,21.579999999999998,66.0,eu
247101440,Fishing,,,21.780000000000001,76.0,eu
247101490,Fishing,Trawlers,,27.969999999999999,164.0,clav;eu
247101510,Fishing,Trawlers,,25.850000000000001,120.0,clav
247101520,Fishing,Trawlers,,20.379999999999999,60.0,eu
247101540,Fishing,,,24.039999999999999,90.0,clav;eu
247101550,Fishing,,,24.800000000000001,83.0,eu
247101590,Fishing,Trawlers,,20.050000000000001,54.0,eu
247101610,Fishing,Trawlers,,18.359999999999999,48.0,eu
247101630,Fishing,Trawlers,,19.710000000000001,49.0,eu
247101820,Fishing,Trawlers,,16.809999999999999,46.0,eu
247102020,Fishing,Trawlers,,24.5,112.0,eu
247102070,Fishing,,,20.620000000000001,57.0,clav;eu
247102080,Fishing,Trawlers,,19.420000000000002,37.0,eu
247102180,Fishing,,,18.68,49.0,eu
247102190,Fishing,Trawlers,,16.23,32.0,eu
247102210,Fishing,,,15.09,37.0,eu
247102240,Fishing,,,24.050000000000001,83.0,clav;eu
247102330,Fishing,Purse seines,,27.199999999999999,104.0,eu
247102380,Fishing,Trawlers,,15.09,33.0,eu
247102410,Fishing,Trawlers,,22.449999999999999,66.0,eu
247102490,Fishing,Trawlers,,19.77,58.0,eu
247102560,Fishing,,,19.68,44.0,eu
247102720,Fishing,,,18.850000000000001,58.0,eu
247102730,Fishing,Trawlers,,20.469999999999999,41.0,eu
247102750,Fishing,Trawlers,,19.440000000000001,43.0,eu
247102810,Fishing,,,21.300000000000001,99.0,eu
247102850,Fishing,Trawlers,,18.879999999999999,39.0,eu
247102860,Fishing,Trawlers,,17.149999999999999,51.0,eu
247102940,Fishing,Trawlers,,15.18,19.0,eu
247102990,Fishing,,,18.149999999999999,56.0,eu
247103060,Fishing,,,28.399999999999999,99.0,eu
247103130,Fishing,,,15.529999999999999,23.0,eu
247103220,Fishing,,,17.760000000000002,37.0,eu
247103290,Fishing,Trawlers,,16.98,50.0,eu
247103330,Fishing,Trawlers,,17.699999999999999,50.0,eu
247103430,Fishing,,,17.199999999999999,57.0,eu
247103510,Fishing,,,15.16,30.0,eu
247103690,Fishing,Purse seines,,26.899999999999999,59.0,eu
247103750,Fishing,Trawlers,,15.029999999999999,23.0,eu
247103780,Fishing,Set gear,Set gillnets,6.6600000000000001,2.0,eu
247104060,Fishing,Trawlers,,14.800000000000001,25.0,eu
247104160,Fishing,Trawlers,,18.850000000000001,70.0,eu
247104260,Fishing,Trawlers,,21.609999999999999,80.0,eu
247108400,Fishing,Purse seines,,36.289999999999999,243.0,eu
247110060,Fishing,,,34.079999999999998,150.0,eu
247110120,Fishing,Purse seines,,43.93,208.0,eu
247110130,Fishing,,,49.399999999999999,228.0,eu
247110170,Fishing,,,19.77,49.0,eu
247110190,Fishing,,,48.049999999999997,245.0,eu
247110330,Fishing,,,55.600000000000001,695.0,clav;eu;itu
247110360,Fishing,Trawlers,,20.370000000000001,55.0,eu
247110380,Fishing,Trawlers,,19.559999999999999,65.0,eu
247110430,Fishing,,,23.0,63.0,eu
247110440,Fishing,,,20.050000000000001,31.0,eu
247110550,Fishing,,,21.210000000000001,50.0,eu
247110770,Fishing,,,20.25,32.0,eu
247110810,Fishing,Trawlers,,19.379999999999999,31.0,eu
247110830,Fishing,,,22.850000000000001,63.0,eu
247110850,Fishing,,,18.649999999999999,31.0,eu
247110880,Fishing,Trawlers,,19.960000000000001,91.0,eu
247110970,Fishing,Trawlers,,19.75,46.0,eu
247110980,Fishing,Purse seines,,22.760000000000002,61.0,eu
247111020,Fishing,Trawlers,,22.5,58.0,eu
247111260,Fishing,,,40.759999999999998,339.0,eu
247111270,Fishing,Trawlers,,23.609999999999999,80.0,eu
247111480,Fishing,Trawlers,,26.75,39.0,clav;eu
247111530,Fishing,,,14.08,22.0,eu
247111680,Fishing,,,24.399999999999999,78.0,eu
247111730,Fishing,,,,,itu
247111780,Fishing,Trawlers,,17.010000000000002,23.0,eu
247111950,Fishing,Trawlers,,19.93,104.0,eu
247112110,Fishing,Trawlers,,24.469999999999999,100.0,eu
247112500,Non-fishing,Passenger,,,,alex
247113010,Fishing,,,21.800000000000001,89.0,eu
247113090,Fishing,Trawlers,,20.870000000000001,45.0,eu
247113150,Fishing,Trawlers,,20.379999999999999,44.0,eu
247113290,Fishing,,,27.5,157.0,eu
247113390,Fishing,Trawlers,,20.550000000000001,93.0,eu
247113670,Fishing,Trawlers,,16.5,27.0,eu
247113720,Fishing,Trawlers,,23.100000000000001,67.0,eu
247113730,Fishing,Purse seines,,22.0,43.0,eu
247113940,Fishing,Trawlers,,22.0,61.0,eu
247113950,Fishing,Purse seines,,20.800000000000001,41.0,eu
247113970,Fishing,Trawlers,,20.140000000000001,52.0,eu
247114000,Non-fishing,Passenger,,,,alex
247114040,Fishing,,,23.600000000000001,69.0,eu
247114150,Fishing,Trawlers,,21.780000000000001,57.0,eu
247114410,Fishing,Trawlers,,25.370000000000001,84.0,eu
247114610,Fishing,Trawlers,,17.219999999999999,42.0,eu
247118040,Fishing,Purse seines,,19.199999999999999,38.0,eu
247118400,Fishing,Trawlers,,41.399999999999999,435.0,clav;eu
247118500,Fishing,Trawlers,,41.399999999999999,431.0,clav;eu
247118900,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
247119090,Fishing,,,19.539999999999999,52.0,eu
247119740,Fishing,,,21.510000000000002,43.0,eu
247119770,Fishing,,,12.029999999999999,5.0,eu
247120130,Fishing,Set gear,Set longlines,13.85,18.0,eu
247120160,Fishing,Set gear,,13.02,23.0,eu
247120170,Fishing,Trawlers,,21.699999999999999,101.0,eu
247120180,Fishing,Set gear,Set longlines,13.24,22.0,eu
247120230,Fishing,,,19.300000000000001,68.0,eu
247120240,Fishing,,,28.460000000000001,133.0,clav;eu
247120340,Fishing,Trawlers,,22.600000000000001,53.0,eu
247120370,Fishing,Trawlers,,21.030000000000001,54.0,eu
247120390,Fishing,,,29.0,152.0,eu
247120430,Fishing,,,26.879999999999999,90.0,clav;eu
247120440,Fishing,Trawlers,,24.629999999999999,86.0,clav;eu
247120450,Fishing,Trawlers,,25.850000000000001,82.0,clav;eu
247120470,Fishing,Trawlers,,28.699999999999999,157.0,clav;eu
247120480,Fishing,Trawlers,,28.699999999999999,157.0,clav;eu
247120490,Fishing,Trawlers,,24.600000000000001,65.0,clav;eu
247120500,Fishing,,,20.84,59.0,eu
247120520,Fishing,Trawlers,,23.800000000000001,54.0,eu
247120550,Fishing,,,21.859999999999999,63.0,eu
247120560,Fishing,,,27.5,99.0,eu
247120602,Fishing,,,17.52,53.0,eu
247120640,Fishing,,,15.119999999999999,25.0,eu
247120670,Fishing,Trawlers,,24.949999999999999,69.0,clav;eu
247120710,Fishing,,,18.329999999999998,38.0,eu
247120760,Fishing,Trawlers,,30.16,142.0,clav
247120850,Fishing,Trawlers,,22.949999999999999,70.0,eu
247120860,Fishing,,,21.899999999999999,77.0,eu
247120870,Fishing,Trawlers,,23.399999999999999,65.0,eu
247120910,Fishing,Trawlers,,17.390000000000001,37.0,eu
247120950,Fishing,,,28.07,107.0,eu
247120960,Fishing,,,26.120000000000001,75.0,eu
247120970,Fishing,Trawlers,,20.949999999999999,71.0,eu
247120980,Fishing,Trawlers,,27.800000000000001,92.0,clav
247121010,Fishing,Trawlers,,25.899999999999999,95.0,clav;eu
247121020,Fishing,,,21.579999999999998,83.0,clav;eu
247121080,Fishing,Trawlers,,24.899999999999999,69.0,clav;eu
247121090,Fishing,Trawlers,,20.920000000000002,77.0,eu
247121110,Fishing,Trawlers,,19.239999999999998,75.0,eu
247121120,Fishing,Trawlers,,26.600000000000001,83.0,clav;eu
247121150,Fishing,Trawlers,,17.75,32.0,eu
247121160,Fishing,,,22.539999999999999,64.0,eu
247121180,Fishing,Trawlers,,24.84,79.0,clav;eu
247121190,Fishing,Trawlers,,25.84,89.0,clav;eu
247121210,Fishing,Trawlers,,26.300000000000001,87.0,clav;eu
247121220,Fishing,Trawlers,,25.899999999999999,89.0,clav;eu
247121240,Fishing,Trawlers,,32.579999999999998,173.0,clav;eu
247121250,Fishing,Trawlers,,27.239999999999998,100.0,clav;eu
247121260,Fishing,,,23.920000000000002,115.0,clav;eu
247121270,Fishing,Trawlers,,21.600000000000001,40.0,eu
247121280,Fishing,Trawlers,,25.0,68.0,eu
247121290,Fishing,,,22.059999999999999,48.0,eu
247121310,Fishing,,,22.84,67.0,eu
247121340,Fishing,,,17.98,25.0,eu
247121370,Fishing,Trawlers,,24.949999999999999,69.0,clav;eu
247121380,Fishing,Trawlers,,20.050000000000001,36.0,eu
247121420,Fishing,Trawlers,,26.100000000000001,108.0,clav;eu
247121430,Fishing,Trawlers,,27.100000000000001,134.0,eu
247121440,Fishing,,,25.109999999999999,70.0,clav;eu
247121530,Fishing,,,18.030000000000001,40.0,eu
247121540,Fishing,,,17.350000000000001,32.0,eu
247121590,Fishing,Trawlers,,21.780000000000001,62.0,eu
247121620,Fishing,Trawlers,,19.780000000000001,41.0,eu
247121660,Fishing,Trawlers,,24.100000000000001,65.0,clav;eu
247121710,Fishing,Trawlers,,22.260000000000002,45.0,eu
247121730,Fishing,Trawlers,,24.719999999999999,66.0,clav;eu
247121790,Fishing,Trawlers,,23.68,65.0,clav;eu
247121820,Fishing,,,20.300000000000001,76.0,eu
247121850,Fishing,Trawlers,,27.199999999999999,106.0,clav
247121920,Fishing,,,27.52,99.0,clav;eu
247121970,Fishing,,,22.48,62.0,eu
247122020,Fishing,Trawlers,,26.760000000000002,127.0,clav
247122030,Fishing,Trawlers,,22.370000000000001,63.0,eu
247122040,Fishing,Trawlers,,22.68,60.0,eu
247122080,Fishing,,,26.120000000000001,92.0,clav;eu
247122090,Fishing,Trawlers,,25.82,69.0,eu
247122110,Fishing,Trawlers,,24.0,68.0,clav;eu
247122130,Fishing,Trawlers,,23.25,55.0,eu
247122150,Fishing,Trawlers,,25.300000000000001,96.0,eu
247122180,Fishing,Trawlers,,15.140000000000001,18.0,eu
247122190,Fishing,Trawlers,,16.379999999999999,19.0,eu
247122210,Fishing,Trawlers,,21.649999999999999,51.0,eu
247122220,Fishing,,,26.07,91.0,eu
247122240,Fishing,,,17.84,29.0,eu
247122250,Fishing,,,18.949999999999999,38.0,eu
247122310,Fishing,Trawlers,,17.300000000000001,53.0,eu
247122320,Fishing,Trawlers,,22.699999999999999,62.0,eu
247122330,Fishing,Trawlers,,20.399999999999999,72.0,eu
247122340,Fishing,,,18.420000000000002,36.0,eu
247122350,Fishing,Trawlers,,22.120000000000001,61.0,eu
247122360,Fishing,,,18.399999999999999,55.0,eu
247122430,Fishing,,,24.890000000000001,87.0,eu
247122450,Fishing,Trawlers,,14.640000000000001,26.0,eu
247122460,Fishing,Trawlers,,17.899999999999999,28.0,eu
247122490,Fishing,Trawlers,,22.0,70.0,eu
247122510,Fishing,Trawlers,,19.199999999999999,70.0,eu
247122520,Fishing,Trawlers,,22.719999999999999,62.0,eu
247122640,Fishing,,,21.0,74.0,eu
247122670,Fishing,Trawlers,,19.600000000000001,55.0,eu
247122850,Fishing,Trawlers,,18.219999999999999,37.0,eu
247123020,Fishing,,,15.9,25.0,eu
247123030,Fishing,Trawlers,,13.1,12.0,eu
247123060,Fishing,,,18.100000000000001,25.0,eu
247123070,Fishing,,,17.34,27.0,eu
247123080,Fishing,,,12.84,6.0,eu
247123150,Fishing,,,18.329999999999998,48.0,eu
247123160,Fishing,,,17.059999999999999,27.0,eu
247123250,Fishing,Set gear,,12.43,14.0,eu
247123290,Fishing,Trawlers,,20.699999999999999,49.0,eu
247123490,Fishing,Trawlers,,18.66,32.0,eu
247123530,Fishing,Trawlers,,19.530000000000001,53.0,eu
247123630,Fishing,Trawlers,,20.109999999999999,35.0,eu
